"YEAR","MONTH","DEP_NA","STATE_NA","SUP_NO","SUP_NA","GOO_NO","GOO_NA","QTY","TOTAL_SALES"
"2023","8","Electronics","Penang","S44","Tech Haven","EL003","Bluetooth Speaker Z","4028","30702.27"
"2023","9","Electronics","Penang","S44","Tech Haven","EL003","Bluetooth Speaker Z","1852","493479.09"
"2023","10","Electronics","Penang","S44","Tech Haven","EL003","Bluetooth Speaker Z","3305","16904.56"
"2023","11","Electronics","Penang","S44","Tech Haven","EL003","Bluetooth Speaker Z","4482","210048.84"
"2023","12","Electronics","Penang","S44","Tech Haven","EL003","Bluetooth Speaker Z","3965","93732.04"
"2023","1","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","1917","179818.17"
"2023","2","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","4277","261236.35"
"2023","3","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","2618","128213.14"
"2023","4","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","989","331690.72"
"2023","5","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","1753","323513.85"
"2023","6","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","1288","461287.46"
"2023","7","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","1900","306457.53"
"2023","8","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","2416","182817.37"
"2023","9","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","2093","16132.71"
"2023","10","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","188","82444.72"
"2023","11","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","3779","391186.09"
"2023","12","Electronics","Johor","S24","InnoGizmo","EL004","Tablet Model S","385","152045.11"
"2023","1","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","4704","401990.95"
"2023","2","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","2693","38571.36"
"2023","3","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","297","374311.01"
"2023","4","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","1839","45274.66"
"2023","5","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","2435","344610.86"
"2023","6","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","119","210036.50"
"2023","7","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","785","406912.59"
"2023","8","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","4920","321979.07"
"2023","9","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","4869","80229.30"
"2023","10","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","906","356509.91"
"2023","11","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","446","330781.94"
"2023","12","Electronics","Melaka","S50","Wireless Wonders","EL005","Wireless Earbuds T","4876","474029.47"
"2023","1","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","975","498446.67"
"2023","2","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","1587","146390.59"
"2023","3","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","1512","351449.78"
"2023","4","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","968","103922.65"
"2023","5","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","2059","364626.03"
"2023","6","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","2282","432207.37"
"2023","7","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","4469","292903.04"
"2023","8","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","3601","42267.83"
"2023","9","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","2585","110269.33"
"2023","10","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","3174","184370.08"
"2023","11","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","4110","363002.86"
"2023","12","Home and Kitchen","Selangor","S23","Home Harmony","HK001","Coffee Table A","1164","303566.40"
"2023","1","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","3737","100591.06"
"2023","2","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","2271","119415.62"
"2023","3","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","3898","131642.54"
"2023","4","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","2425","212429.29"
"2023","5","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","4626","108576.73"
"2023","6","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","2079","169999.75"
"2023","7","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","3755","59251.58"
"2023","8","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","591","485337.47"
"2023","9","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","2268","483330.22"
"2023","10","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","1726","142099.19"
"2023","11","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","2793","25495.08"
"2023","12","Home and Kitchen","Kuala Lumpur","S26","Kitchen Klicks","HK002","Microwave B","1267","389512.14"
"2023","1","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","838","487618.33"
"2023","2","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","1595","152906.37"
"2023","3","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","4995","93864.36"
"2023","4","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","4222","250377.49"
"2023","5","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","2028","434007.60"
"2023","6","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","3510","43377.65"
"2023","7","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","364","402550.77"
"2023","8","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","2035","314879.87"
"2023","9","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","3545","100839.13"
"2023","10","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","4028","152385.72"
"2023","11","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","1596","23468.85"
"2023","12","Home and Kitchen","Penang","S6","Blender Bliss","HK003","Blender C","2801","41859.50"
"2023","1","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","2860","151314.49"
"2023","2","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","1120","401284.98"
"2023","3","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","3318","69394.20"
"2023","4","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","3871","114598.61"
"2023","5","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","1185","354304.81"
"2023","6","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","1352","196890.03"
"2023","7","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","437","344996.12"
"2023","8","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","3399","113386.97"
"2023","9","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","959","39207.01"
"2023","10","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","5000","330631.03"
"2023","11","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","4521","35859.01"
"2023","12","Home and Kitchen","Johor","S28","Lamp Lounge","HK004","Table Lamp D","242","25763.10"
"2023","1","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","1823","278719.47"
"2023","2","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","774","57702.80"
"2023","3","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","1566","60377.94"
"2023","4","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","1689","311861.59"
"2023","5","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","4763","464501.25"
"2023","6","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","1148","354316.20"
"2023","7","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","1053","17327.32"
"2023","8","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","927","112296.24"
"2023","9","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","4041","383518.67"
"2023","10","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","2954","200995.99"
"2023","11","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","2892","103888.52"
"2023","12","Home and Kitchen","Melaka","S43","Stool Style","HK005","Bar Stool E","2690","493238.04"
"2023","1","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","1612","274345.63"
"2023","2","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","1584","300326.63"
"2023","3","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","150","189417.43"
"2023","4","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","729","386764.52"
"2023","5","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","2749","76767.56"
"2023","6","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","1422","387245.32"
"2023","7","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","4033","20274.11"
"2023","8","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","877","394309.01"
"2023","9","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","4581","212491.78"
"2023","10","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","3026","11663.98"
"2023","11","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","4456","341198.35"
"2023","12","Health and Wellness","Selangor","S22","Healthy Hub","HW001","Fish Oil A","133","91967.08"
"2023","1","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","1632","280131.47"
"2023","2","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","2213","122953.74"
"2023","3","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","450","280346.01"
"2023","4","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","1559","93671.53"
"2023","5","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","698","138913.30"
"2023","6","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","3871","165558.05"
"2023","7","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","4362","409841.78"
"2023","8","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","2770","345679.60"
"2023","9","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","2514","107118.34"
"2023","10","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","1136","58775.93"
"2023","11","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","4496","67081.57"
"2023","12","Health and Wellness","Kuala Lumpur","S49","Wellness World","HW002","Digital Thermometer B","1007","339102.69"
"2023","1","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","3282","77619.49"
"2023","2","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","1311","203789.82"
"2023","3","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","1762","333476.77"
"2023","4","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","604","293066.08"
"2023","5","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","163","459263.80"
"2023","6","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","167","156055.32"
"2023","7","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","4712","498383.60"
"2023","8","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","1260","45469.99"
"2023","9","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","3750","388117.36"
"2023","10","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","1522","253887.76"
"2023","11","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","4114","296814.78"
"2023","12","Health and Wellness","Penang","S1","Aroma Haven","HW003","Aromatherapy Diffuser C","4597","424610.24"
"2023","1","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","1555","37704.06"
"2023","2","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","4839","150086.92"
"2023","3","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","2459","326344.83"
"2023","4","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","3267","189313.82"
"2023","5","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","3644","389576.15"
"2023","6","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","4067","278602.48"
"2023","7","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","511","267390.69"
"2023","8","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","2908","175313.18"
"2023","9","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","1245","129228.78"
"2023","10","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","4161","98109.02"
"2023","11","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","2078","287827.23"
"2023","12","Health and Wellness","Johor","S32","Probiotic Paradise","HW004","Probiotic D","82","110741.15"
"2023","1","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","2848","445662.84"
"2023","2","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","378","134065.13"
"2023","3","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","2007","131292.86"
"2023","4","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","4559","62370.90"
"2023","5","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","2806","70088.34"
"2023","6","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","4909","424845.43"
"2023","7","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","3264","331803.65"
"2023","8","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","798","240154.92"
"2023","9","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","4856","466793.84"
"2023","10","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","1318","218882.81"
"2023","11","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","2971","48690.82"
"2023","12","Health and Wellness","Melaka","S31","Pressure Point","HW005","Blood Pressure Monitor E","1460","264877.05"
"2023","1","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","2848","475498.29"
"2023","2","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","593","394149.74"
"2023","3","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","3516","491913.64"
"2023","4","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","1224","216303.13"
"2023","5","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","1916","252511.76"
"2023","6","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","1652","156321.11"
"2023","7","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","3148","120188.37"
"2023","8","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","2429","66441.26"
"2023","9","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","3143","347748.37"
"2023","10","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","3927","45212.40"
"2023","11","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","773","475351.45"
"2023","12","Pet Supplies","Selangor","S30","Pet Paradise","PS001","Cat Food A","3340","424009.01"
"2023","1","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","88","176516.60"
"2023","2","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","4767","365031.63"
"2023","3","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","1764","341633.18"
"2023","4","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","563","445690.70"
"2023","5","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","2235","223726.23"
"2023","6","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","2904","146496.06"
"2023","7","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","3422","365206.12"
"2023","8","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","2304","351271.07"
"2023","9","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","1068","8050.98"
"2023","10","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","1992","141534.29"
"2023","11","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","2491","389409.45"
"2023","12","Pet Supplies","Kuala Lumpur","S11","Doggy Delights","PS002","Dog Treats B","2030","197955.66"
"2023","1","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","1777","441090.13"
"2023","2","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","2172","142707.95"
"2023","3","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","3193","227424.99"
"2023","4","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","4064","89541.14"
"2023","5","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","425","356095.87"
"2023","6","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","4561","258516.99"
"2023","7","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","2663","470463.52"
"2023","8","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","4195","67028.62"
"2023","9","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","833","477012.80"
"2023","10","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","3103","72033.26"
"2023","11","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","172","20991.91"
"2023","12","Pet Supplies","Penang","S18","Feline Fancies","PS003","Cat Toys C","92","207752.29"
"2023","1","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","3619","185897.86"
"2023","2","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","1483","108445.87"
"2023","3","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","710","107225.45"
"2023","4","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","3708","95635.60"
"2023","5","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","341","114298.68"
"2023","6","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","4132","353095.77"
"2023","7","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","3010","261697.22"
"2023","8","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","4098","266331.89"
"2023","9","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","920","375907.06"
"2023","10","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","4535","425564.44"
"2023","11","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","3269","416734.22"
"2023","12","Pet Supplies","Johor","S40","Small Critter Corner","PS004","Small Animal Food D","4252","439894.49"
"2023","1","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","2804","96219.94"
"2023","2","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","856","109105.51"
"2023","3","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","3856","343853.28"
"2023","4","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","1349","204554.59"
"2023","5","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","389","488207.83"
"2023","6","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","1978","489926.92"
"2023","7","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","2059","387096.57"
"2023","8","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","2907","135571.61"
"2023","9","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","2063","443496.93"
"2023","10","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","3406","421719.46"
"2023","11","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","908","35691.36"
"2023","12","Pet Supplies","Melaka","S33","Reptile Retreat","PS005","Reptile Food E","1100","86212.60"
"2023","1","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","1639","307889.05"
"2023","2","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","3376","405280.25"
"2023","3","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","985","106858.27"
"2023","4","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","3967","80122.03"
"2023","5","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","1369","380622.52"
"2023","6","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","3441","329032.08"
"2023","7","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","843","454077.75"
"2023","8","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","4558","351482.94"
"2023","9","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","1292","70998.04"
"2023","10","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","807","72297.44"
"2023","11","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","266","308285.01"
"2023","12","Sports and Outdoors","Selangor","S42","Sport Spot","SO001","Stationary Bike A","4909","143911.34"
"2023","1","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","3783","159831.00"
"2023","2","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","1611","295924.93"
"2023","3","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","566","434586.91"
"2023","4","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","3303","251912.04"
"2023","5","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","4638","175999.02"
"2023","6","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","3450","94193.37"
"2023","7","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","4910","241300.43"
"2023","8","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","1599","81026.62"
"2023","9","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","2303","63347.42"
"2023","10","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","3785","132376.16"
"2023","11","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","2365","129774.09"
"2023","12","Sports and Outdoors","Kuala Lumpur","S39","Sleepwell Stores","SO002","Sleeping Bag B","4363","308853.22"
"2023","1","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","4036","365488.85"
"2023","2","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","2848","258783.94"
"2023","3","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","4794","362356.74"
"2023","4","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","4572","24192.15"
"2023","5","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","4160","228128.53"
"2023","6","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","1924","468872.61"
"2023","7","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","2137","334269.93"
"2023","8","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","4201","335686.27"
"2023","9","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","2635","98742.98"
"2023","10","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","1584","439988.49"
"2023","11","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","1065","214016.42"
"2023","12","Sports and Outdoors","Penang","S2","Athletic Avenue","SO003","Athletic Shorts C","2090","117530.10"
"2023","1","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","3831","352949.26"
"2023","2","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","4405","401144.91"
"2023","3","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","2389","8021.97"
"2023","4","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","2991","350226.63"
"2023","5","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","1885","112644.64"
"2023","6","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","4190","76778.96"
"2023","7","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","877","447447.38"
"2023","8","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","1285","440349.52"
"2023","9","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","1267","298672.68"
"2023","10","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","1483","312810.96"
"2023","11","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","3151","180758.85"
"2023","12","Sports and Outdoors","Johor","S4","Basketball Bazaar","SO004","Basketball Shoes D","2280","151091.84"
"2023","1","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","2043","168278.78"
"2023","2","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","3519","234370.75"
"2023","3","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","2483","433042.63"
"2023","4","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","1200","188553.74"
"2023","5","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","1865","368838.62"
"2023","6","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","257","457279.98"
